m/z	I	S/N	Res.	A %	
150.49951	6924988	34.0	874595	1.0	
150.50031	3138236	14.3	934574	0.4	
161.02438	2818759	12.7	831017	0.4	
161.54920	2727955	12.1	809280	0.4	
163.04003	3671802	17.0	622976	0.7	
165.05569	4136531	19.4	640862	0.8	
167.03490	3334089	15.2	627727	0.6	
170.55451	7020473	34.0	790457	1.2	
170.55555	3329465	15.1	777617	0.5	
173.06077	3656720	16.7	528553	0.9	
175.04009	5372430	25.4	563765	1.2	
176.10633	9202990	44.9	747635	1.7	
177.01937	3215915	14.4	717548	0.6	
177.05575	5820470	27.7	480603	1.5	
179.03500	4494195	20.8	492816	1.2	
179.07138	3235965	14.5	760285	0.6	
181.05062	6195033	29.4	451877	1.9	
185.06077	4679159	21.6	553367	1.2	
187.04010	5998249	28.2	618830	1.4	
187.07647	4190901	19.1	595082	1.0	
188.04792	2594322	11.1	560592	0.6	
189.05571	7652226	36.4	423949	2.6	
191.03496	5876584	27.4	482174	1.8	
191.05606	2953712	12.8	457329	0.8	
191.07131	5783670	26.9	475582	1.7	
192.04273	2441963	10.2	580493	0.5	
193.05057	7635317	36.2	495586	2.3	
193.08702	2789252	12.0	543595	0.7	
194.05832	2596102	11.0	614671	0.6	
195.04517	3049620	13.2	431202	0.9	
195.06623	7260316	34.1	456275	2.3	
197.04546	8067532	38.2	493601	2.5	
197.06070	5359571	24.7	507997	1.6	
199.03999	5249818	24.0	557241	1.4	
199.07637	4509994	20.4	452673	1.5	
201.05561	8812679	41.7	458689	3.1	
201.09202	3102999	13.4	455270	0.9	
202.06353	2702918	11.4	648062	0.6	
203.03491	6830073	31.7	488321	2.2	
203.07129	8576522	40.3	448218	3.0	
204.00049	2751407	11.6	492179	0.7	
205.05053	9173905	43.2	422534	3.4	
205.08699	4196258	18.7	509395	1.2	
207.02987	3311148	14.3	495404	1.0	
207.06618	8012605	37.3	424967	3.0	
209.04548	4113643	18.2	496948	1.2	
209.06074	5324530	24.1	464760	1.8	
209.08182	3844860	16.9	558689	1.1	
211.04000	4881842	21.9	411428	1.8	
211.06114	5209789	23.5	447434	1.9	
211.07634	5484228	24.8	383813	2.2	
212.04781	3296418	14.1	472529	1.0	
213.05565	9345173	43.6	414241	3.7	
213.09205	4716200	21.0	495914	1.4	
214.06341	3217037	13.7	469101	1.0	
215.03488	5147767	23.0	447507	1.8	
215.07128	11358857	53.2	459972	4.5	
215.84586	2795539	11.6	482573	0.8	
216.04280	2618999	10.8	444188	0.9	
217.05056	8942203	41.4	389732	3.9	
217.08708	5271694	23.6	566379	1.3	
218.05832	3278467	14.0	563109	0.9	
219.02986	3892860	16.9	493434	1.4	
219.04498	2780804	11.5	651007	0.7	
219.06622	10091151	47.0	423928	4.3	
219.08141	2822807	11.7	548454	0.8	
219.10252	2712738	11.2	457054	0.8	
221.04544	5317277	23.7	411067	2.1	
221.06076	4946598	21.9	466015	1.7	
221.06660	5706409	25.6	465659	2.0	
221.08182	7198385	32.8	416017	2.8	
222.06847	2624187	10.7	615725	0.7	
223.04001	3317953	14.1	408992	1.3	
223.06116	7439053	33.9	459451	2.8	
223.07639	6348501	28.7	446907	2.4	
223.09757	2781920	11.5	427066	0.9	
224.04790	2729182	11.1	394901	1.0	
225.05560	9845501	45.3	428487	4.2	
225.07680	5975817	26.7	459675	2.2	
225.09202	5208849	23.0	401810	2.2	
226.06345	3708192	15.8	508114	1.2	
227.03493	6886194	31.1	445387	2.7	
227.07131	9531205	43.8	357040	4.8	
227.10765	3188057	13.3	474888	1.0	
228.04278	2605146	10.5	428781	0.9	
228.07912	3001198	12.4	500346	0.9	
229.01419	2662256	10.7	545689	0.7	
229.05057	9742212	44.5	436987	4.0	
229.08695	8419224	38.2	422343	3.7	
230.05833	3701170	15.7	450268	1.3	
231.02980	3885005	16.6	422608	1.5	
231.06623	13029346	60.2	408970	6.0	
231.08155	2636778	10.6	451042	0.8	
231.10248	4056054	17.4	449200	1.2	
232.07412	2422804	9.6	418406	0.8	
233.04543	6758452	30.3	386945	3.1	
233.06075	4814909	21.0	462944	1.8	
233.08186	9028168	41.1	367179	4.4	
234.05332	2667627	10.7	551838	0.8	
235.06122	7743140	34.8	347600	4.0	
235.07644	6437036	28.6	428942	2.7	
235.09749	4565688	19.7	441205	1.8	
236.07981	2640612	10.6	527357	0.8	
237.05564	7704847	34.6	360200	3.9	
237.07686	8128795	36.6	399195	3.8	
237.09212	5877028	25.9	390789	2.7	
238.06346	5119821	22.3	401635	2.2	
239.03486	4132728	17.6	382928	1.8	
239.05597	3734404	15.7	362987	1.7	
239.07131	12875149	59.1	375653	6.6	
239.09244	2865817	11.6	353502	1.3	
239.10764	2799522	11.3	376688	1.2	
240.04283	4115385	17.4	475710	1.3	
240.07922	4114894	17.4	400737	1.8	
241.05060	11632124	52.9	381719	5.9	
241.06579	2669317	10.6	372328	1.1	
241.07176	3943432	16.6	372607	1.9	
241.08703	12128785	55.2	397819	5.9	
242.05835	3840576	16.1	377580	1.8	
243.02978	4769393	20.5	349955	2.4	
243.04509	2614906	10.4	455954	0.9	
243.06450	2826885	11.4	632635	0.8	
243.06627	14090886	64.4	356384	7.7	
243.08165	2442383	9.5	511917	0.6	
243.10264	6393499	28.2	347594	3.3	
244.03763	2545335	10.0	505595	0.8	
244.06967	2517194	9.9	483971	0.8	
244.07403	3867852	16.3	399807	1.7	
245.04554	9122559	41.0	370763	4.8	
245.06076	4714248	20.2	424032	2.1	
245.08011	2511635	9.9	601849	0.6	
245.08194	15223572	69.8	366916	8.1	
245.11826	3082793	12.6	389325	1.3	
246.05338	2999112	12.1	540738	0.9	
246.06862	2475344	9.6	285057	1.3	
247.02494	3501948	14.4	438747	1.4	
247.06122	11146129	50.2	354555	6.0	
247.07643	7363482	32.5	431251	3.4	
247.09750	8102822	36.0	351543	4.4	
248.04788	3130831	12.7	445321	1.2	
248.06896	2426971	9.4	326668	1.2	
248.08424	2631652	10.4	555838	0.8	
249.04042	3315216	13.5	394570	1.6	
249.05570	7312409	32.3	371713	3.8	
249.07682	10543142	47.4	351447	5.8	
249.09206	6238767	27.2	376455	3.2	
249.11320	3643963	15.1	444016	1.4	
250.06352	4777573	20.4	430312	2.2	
251.03510	3428507	14.1	457432	1.1	
251.05609	5778599	25.1	417252	2.6	
251.06942	2700975	10.7	461007	1.0	
251.07138	12699824	57.5	374465	7.0	
251.07725	8290484	36.8	398498	4.0	
251.09241	6915261	30.2	373900	3.5	
251.10776	4375238	18.4	373247	2.1	
252.04280	3126503	12.6	405576	1.3	
252.07920	4974844	21.2	387276	2.4	
253.04857	2490674	9.6	424153	0.8	
253.05067	11003187	49.2	408800	5.6	
253.07180	6969663	30.4	409093	3.3	
253.08704	12709192	57.1	374218	7.0	
253.12336	2591581	10.1	449600	0.9	
254.05850	5729151	24.7	381175	2.8	
254.09482	2847124	11.3	345928	1.4	
255.02987	4337078	18.2	373582	2.2	
255.06419	2728394	10.7	373591	1.4	
255.06633	17150412	77.8	362747	9.8	
255.08157	2862036	11.3	455492	1.1	
255.08747	2832600	11.2	342290	1.3	
255.10269	8764897	38.8	372544	4.6	
256.03780	3441666	14.0	351340	1.7	
256.06970	2649621	10.3	429527	0.9	
256.07418	5832728	25.1	377941	3.2	
257.04327	3096397	12.4	336691	1.6	
257.04556	10492494	46.8	381528	5.6	
257.06088	3116631	12.5	449422	1.1	
257.06648	2878554	11.4	400952	1.0	
257.07986	3233890	13.1	419016	1.5	
257.08194	18394724	83.5	354200	11.0	
257.09708	2882668	11.4	423811	1.2	
257.11829	6211193	26.9	404613	3.0	
258.05342	4638362	19.4	386950	2.2	
258.06860	2763939	10.8	375271	1.3	
258.08532	3836588	15.7	386000	1.8	
258.08983	3024047	12.0	486752	1.1	
259.02240	2761422	10.8	460275	1.0	
259.02476	3092688	12.3	386776	1.4	
259.05906	3039460	12.1	370882	1.2	
259.06125	13368037	59.7	336948	7.9	
259.07651	8291054	36.3	416080	4.2	
259.08235	3056369	12.1	515341	1.1	
259.09760	11454202	50.9	357061	6.7	
260.06460	2894125	11.4	521880	1.0	
260.06905	4037936	16.7	460683	1.6	
260.08427	3463481	14.0	363635	1.7	
261.04052	3938149	16.2	335250	2.2	
261.05573	8791917	38.6	363499	5.0	
261.07688	15380346	69.0	386791	8.4	
261.09216	8122243	35.5	403426	4.2	
261.11334	5236623	22.2	397391	2.1	
261.92333	5486438	23.3	358364	3.0	
262.06363	4942263	20.8	342301	2.7	
262.08032	2771393	10.8	371598	1.3	
262.08474	2996675	11.9	537554	0.9	
262.92533	3068843	12.2	410057	1.4	
263.03505	3763178	15.4	391643	1.9	
263.05612	8250359	36.1	372184	4.5	
263.07136	13425663	60.0	380392	7.7	
263.07732	2614531	10.1	312263	1.4	
263.09253	10390539	46.0	382884	5.8	
263.10772	6361109	27.4	375273	3.4	
263.92609	6703598	28.7	364709	3.6	
264.04284	2930738	11.5	434763	1.4	
264.07925	4162119	17.1	385204	2.0	
265.05067	9191544	40.1	366921	5.2	
265.07180	8872069	38.7	370571	4.9	
265.08705	13088909	58.0	368413	7.8	
265.10816	5360794	22.6	400211	2.6	
265.12355	3123363	12.3	436694	1.2	
265.92951	5838964	24.8	337061	3.4	
266.05853	5259966	22.1	390925	2.2	
266.09047	2786000	10.8	425203	1.2	
266.09489	3930835	16.0	442801	1.8	
267.03001	3847405	15.6	406904	1.8	
267.06634	16221442	72.3	367297	10.0	
267.08155	2822411	11.0	364829	1.4	
267.08746	7425294	32.0	418106	3.8	
267.10269	11193623	49.3	344326	6.8	
268.03784	2891568	11.3	560381	1.0	
268.06968	2956098	11.6	507110	1.1	
268.07412	6531909	27.9	407684	3.3	
269.04558	10113393	44.3	397803	5.6	
269.06070	4034938	16.5	314149	2.2	
269.06675	4886910	20.4	417892	2.3	
269.08197	20609414	92.4	367458	12.5	
269.09726	3600271	14.5	371460	1.8	
269.10317	3076499	12.1	329579	1.6	
269.11842	5478299	23.1	322288	3.3	
270.05344	4842418	20.2	456968	2.2	
270.06851	2772410	10.7	424843	1.2	
270.08530	4129732	16.9	407786	2.0	
270.08981	4736966	19.7	374698	2.6	
271.02481	3337179	13.2	360536	1.7	
271.04020	2677732	10.2	501627	1.0	
271.04599	6404583	27.1	408819	3.4	
271.05876	2631662	10.0	353630	1.3	
271.06124	16981488	75.2	384706	10.1	
271.07640	5875193	24.7	316746	3.7	
271.08241	5723644	24.0	365641	3.1	
271.09762	20057604	89.2	389003	11.8	
271.13405	2883097	11.1	509516	1.1	
272.06458	3476522	13.8	428858	1.6	
272.06912	4517932	18.6	380412	2.3	
272.08425	3280437	12.9	396625	1.5	
272.10095	3434046	13.6	373984	1.7	
272.10550	2986561	11.6	360133	1.5	
273.00409	3701310	14.8	442764	1.6	
273.04053	5630546	23.6	377720	3.0	
273.05569	5330523	22.2	385640	3.0	
273.05926	3655261	14.6	454061	1.7	
273.07688	20357734	90.5	362076	12.6	
273.09212	8671855	37.4	408997	4.5	
273.11329	10631803	46.3	413143	5.9	
274.01195	5992567	25.3	387056	3.3	
274.06355	5086356	21.1	365084	2.9	
274.08022	3517597	14.0	452585	1.5	
274.08477	3742880	15.0	431156	1.5	
274.10002	2704808	10.3	348084	1.4	
275.03499	2566326	9.7	463535	1.0	
275.05621	9526978	41.3	388355	5.4	
275.07141	13807306	60.8	388923	8.0	
275.07727	2721486	10.4	450403	1.1	
275.09254	16504534	73.0	350773	10.4	
275.10779	7659231	32.8	420105	3.9	
275.12885	3349739	13.2	374953	1.7	
276.04295	3235563	12.7	421464	1.6	
276.07477	2689788	10.2	398605	1.2	
276.07926	6311167	26.7	405075	3.2	
276.09582	2901256	11.2	405775	1.3	
277.05066	10177309	44.3	380165	6.1	
277.07180	11506472	50.3	371807	7.0	
277.08705	15977265	70.6	382408	9.3	
277.09281	2571060	9.7	431584	1.1	
277.10820	9444157	40.9	346551	6.2	
277.12339	4379461	17.9	362105	2.4	
278.05845	5765453	24.2	398394	3.1	
278.09042	2494302	9.3	373252	1.2	
278.09499	3971425	16.1	370626	2.2	
279.02992	3363686	13.2	467341	1.6	
279.05107	3595634	14.2	384098	2.0	
279.06631	17301370	76.0	368389	10.8	
279.08163	2836867	10.8	384759	1.3	
279.08747	10737542	46.4	381995	6.4	
279.10271	14135182	61.7	390150	8.1	
279.12386	4312986	17.5	443912	2.0	
280.03783	2647441	10.0	478710	1.0	
280.06970	3241378	12.6	381320	1.7	
280.07418	8472997	36.2	396431	4.8	
280.10596	2967990	11.4	448457	1.3	
280.11055	3171257	12.3	425640	1.4	
281.04560	10283961	44.4	391388	5.9	
281.06090	2457026	9.1	443392	1.2	
281.06673	4853701	19.9	361209	2.8	
281.08198	22242252	98.2	387048	14.2	
281.08788	11015120	47.7	352925	5.6	
281.09726	3691477	14.7	425624	1.8	
281.10311	7068633	29.9	379632	4.0	
281.11835	8955873	38.4	345715	5.7	
282.05343	6528479	27.4	414505	3.5	
282.06869	2781671	10.6	461676	1.1	
282.08533	4585968	18.7	405606	2.4	
282.08981	5709299	23.7	371999	3.4	
283.02489	3091438	11.9	450968	1.3	
283.05888	3364352	13.2	397236	1.7	
283.06123	18667522	82.1	370760	11.8	
283.07648	7624714	32.4	392510	4.2	
283.08241	6532109	27.4	380693	3.8	
283.09762	22960148	101.5	389224	14.5	
283.11271	2537501	9.4	306270	1.5	
283.11881	3164704	12.3	408115	1.5	
283.13405	4349993	17.6	357944	2.4	
283.99624	2480634	9.2	524550	0.9	
284.06460	3842590	15.3	414812	1.9	
284.06906	7324193	31.0	412777	4.1	
284.07991	2509351	9.3	489840	0.9	
284.08431	3649577	14.5	362973	2.0	
284.10097	4084274	16.4	391459	2.2	
284.10545	4522548	18.4	437419	2.2	
285.00411	6604822	27.8	389172	3.7	
285.04050	6966314	29.4	379672	4.1	
285.05574	5873714	24.5	384834	3.3	
285.07452	3522108	13.9	386265	1.6	
285.07690	24886334	110.1	365032	16.6	
285.09214	10155077	43.8	414252	5.7	
285.09800	4436041	18.0	410414	2.2	
285.11325	13739088	59.9	358982	8.8	
285.14966	2524260	9.4	427567	1.0	
286.04831	2908227	11.0	394958	1.4	
286.06357	4332107	17.3	363497	2.6	
286.08023	3875412	15.3	402934	1.9	
286.08470	5878359	24.2	401188	3.2	
286.09997	2977887	11.3	407021	1.4	
286.11666	2627175	9.7	416740	1.2	
287.05375	2696280	10.0	377793	1.4	
287.05618	11673689	50.1	371750	7.5	
287.07140	12173409	52.3	378125	7.8	
287.07729	5481572	22.5	352531	3.3	
287.08996	2744427	10.3	528175	1.0	
287.09257	22466668	98.2	349617	15.6	
287.10775	7983221	33.6	380642	4.9	
287.12897	6236288	25.8	370599	3.2	
288.06396	3757676	14.8	418553	1.8	
288.07921	6453876	26.8	400072	3.5	
288.09596	4304509	17.2	468215	1.9	
288.10041	3598975	14.1	389021	2.0	
289.05070	6341744	26.3	361688	3.9	
289.06941	3167866	12.1	380563	1.7	
289.07182	14795899	64.0	365712	9.7	
289.08707	15762563	68.3	374534	9.8	
289.09289	2984070	11.3	343934	1.7	
289.10818	14056590	60.7	380486	8.9	
289.12343	4965526	20.2	351549	2.9	
290.05849	5959292	24.6	409050	3.2	
290.07509	2682500	10.0	436249	1.2	
290.07971	3174023	12.2	437456	1.5	
290.09042	3922572	15.5	336763	2.5	
290.09489	4740751	19.2	420168	2.4	
290.11153	2742423	10.2	424795	1.5	
291.04848	2568059	9.5	325728	1.5	
291.05109	4145276	16.5	439151	2.0	
291.06386	3699330	14.5	383646	2.0	
291.06632	15149188	65.6	359192	10.1	
291.08164	2878604	10.9	453077	1.3	
291.08746	16152718	70.0	381191	10.4	
291.10272	14133398	61.0	353839	9.5	
291.12384	5395617	22.1	333896	3.4	
291.13904	3103913	11.9	375731	1.6	
292.03773	2829430	10.6	374115	1.5	
292.06971	3201670	12.3	374202	1.8	
292.07415	7596681	31.9	354630	4.9	
292.09081	3241617	12.5	363593	1.8	
292.10611	3592345	14.0	381764	2.0	
292.11056	4006555	15.9	421225	2.1	
293.03349	3572337	13.9	342448	2.2	
293.04318	2809974	10.5	419739	1.3	
293.04560	8242295	34.8	360679	5.2	
293.06075	2639999	9.8	452175	1.1	
293.06675	6225026	25.8	391110	3.7	
293.07945	3450504	13.4	372114	2.0	
293.08197	21560458	94.1	378533	14.0	
293.08783	3484813	13.5	415708	1.7	
293.09727	4396178	17.6	435876	2.3	
293.10306	10558612	45.1	360815	6.9	
293.11838	11017372	47.1	364945	7.0	
294.05342	4741749	18.9	396947	2.6	
294.06872	2499197	9.1	469370	0.9	
294.08534	3896453	15.2	350332	2.4	
294.08985	6545032	26.9	396372	3.8	
295.02493	3058782	11.5	505337	1.5	
295.05882	3983471	15.6	357524	2.4	
295.06124	15245424	65.2	378366	10.1	
295.07649	4577400	18.2	380009	2.2	
295.08239	8820858	36.9	355724	5.7	
295.09499	3121281	11.8	370186	1.7	
295.09762	20738178	89.5	356947	14.1	
295.10347	3696773	14.3	349417	2.1	
295.11876	4579469	18.2	363189	2.7	
295.13403	6090900	24.9	371057	3.7	
296.06454	2460773	8.9	350206	1.4	
296.06903	7490151	31.1	383250	4.6	
296.08430	4298863	17.0	347056	2.5	
296.10100	3790967	14.7	353659	2.3	
296.10549	4891257	19.6	425308	2.6	
297.04050	6962249	28.7	355288	4.4	
297.05580	4861009	19.5	409410	2.7	
297.06167	2849363	10.6	314777	2.1	
297.07416	4106330	16.1	338430	2.1	
297.07691	24413274	105.7	361145	16.8	
297.09218	7799907	32.4	382157	4.9	
297.09804	7087206	29.3	393802	4.1	
297.11057	2516588	9.1	361143	1.3	
297.11327	16135277	69.2	350126	11.2	
297.12849	2607732	9.5	426902	1.3	
297.14963	2631807	9.6	310009	1.6	
298.04837	3832378	14.9	413787	2.2	
298.06357	4618817	18.4	364083	2.7	
298.08031	4603466	18.3	400394	2.6	
298.08474	9377356	39.4	379163	6.2	
298.10003	3013203	11.3	431717	1.4	
298.11661	3536475	13.6	418016	1.8	
298.12114	2722398	10.0	346627	1.7	
298.98340	4909060	19.7	369920	2.9	
299.01982	3961878	15.5	356074	2.6	
299.05372	3665958	14.2	324479	2.4	
299.05616	13150247	56.0	371173	8.6	
299.07143	10752047	45.4	390454	6.8	
299.07726	3686450	14.3	301955	2.5	
299.08982	3300408	12.6	355068	2.0	
299.09254	28260408	122.6	376261	19.3	
299.10781	7827521	32.5	350226	5.1	
299.11368	3150403	11.9	383860	1.7	
299.12894	9070667	38.0	369950	6.0	
299.99120	20175342	87.0	375333	13.4	
300.04284	2723335	10.0	353705	1.6	
300.05946	2469392	8.9	415455	1.1	
300.06397	4294162	17.0	409315	2.3	
300.07923	5568025	22.6	359409	3.7	
300.09585	4547105	18.1	368254	2.8	
300.10038	5588515	22.7	422165	2.9	
300.11558	2616619	9.6	299709	1.6	
300.99615	8313813	34.7	461583	4.7	
300.99903	110451672	485.0	373086	78.2	
301.03534	3188711	12.1	402717	1.6	
301.05072	4810735	19.2	372533	3.0	
301.06922	4524536	18.0	282986	3.4	
301.07182	19475448	83.9	361141	13.7	
301.08707	16194560	69.4	379263	10.6	
301.09291	4129795	16.2	341864	2.6	
301.10539	2571273	9.4	329306	1.3	
301.10821	23923722	103.5	352293	17.2	
301.12345	5742610	23.3	361351	3.7	
301.14451	3723292	14.4	377446	2.1	
302.00238	17571256	75.5	382588	11.5	
302.05854	5087699	20.4	398049	3.1	
302.07511	3563995	13.7	412537	1.9	
302.07973	4520413	17.9	371631	2.5	
302.09046	2499042	9.0	513560	1.0	
302.09493	5766628	23.4	379777	3.6	
302.11156	5326316	21.5	418442	2.9	
303.05104	4987821	19.8	380200	3.0	
303.06397	3675059	14.1	321306	2.1	
303.06633	14127028	59.6	383709	9.4	
303.06972	2676149	9.7	309424	1.5	
303.07218	2786743	10.2	414520	1.3	
303.08493	3696317	14.1	280077	2.7	
303.08746	20623294	87.9	363941	14.8	
303.10275	14831557	62.7	348104	10.7	
303.12383	11796431	49.4	373868	7.8	
303.13916	3809238	14.6	384277	2.1	
304.03775	2724225	9.9	476497	1.1	
304.06973	2810768	10.3	329478	1.8	
304.07416	6566290	26.6	346833	4.5	
304.08942	2869657	10.5	390385	1.5	
304.09082	3583386	13.6	362411	2.1	
304.09519	3305884	12.4	452885	1.6	
304.10612	4666785	18.4	416002	2.5	
304.11049	4201891	16.3	396350	2.4	
305.04319	3861338	14.9	390184	2.2	
305.04557	7242588	29.6	380226	4.5	
305.06673	9020261	37.3	358155	6.2	
305.07921	3791211	14.6	268206	3.0	
305.08199	21660524	92.4	364905	15.3	
305.08786	7777136	31.9	380353	5.3	
305.09730	3967860	15.3	358312	2.7	
305.10014	2528629	9.1	393743	1.3	
305.10312	15201142	64.3	356683	10.9	
305.11835	10277758	42.8	353235	7.2	
305.13954	4663176	18.4	408189	2.5	
305.15478	2824079	10.3	388274	1.4	
306.05344	5589300	22.4	383918	3.3	
306.06868	2902843	10.7	415880	1.5	
306.08529	4843843	19.1	332892	3.2	
306.08983	7828805	32.1	352355	5.6	
306.10656	2852172	10.5	409803	1.5	
306.12183	3312980	12.5	436844	1.6	
306.12616	2634582	9.5	302998	1.8	
307.02479	3300088	12.4	405768	1.7	
307.04599	2836738	10.4	369639	1.4	
307.05883	5014280	19.9	261326	4.4	
307.06123	16738057	71.0	361384	12.1	
307.07651	6227728	25.2	395157	3.9	
307.08237	11368210	47.6	368711	8.1	
307.09464	3928856	15.1	304682	2.2	
307.09761	24880922	106.4	358430	18.4	
307.10348	4789020	18.9	381475	3.0	
307.11288	3254049	12.2	417859	1.6	
307.11872	8740643	36.1	372774	5.8	
307.13401	7376682	30.2	333688	5.5	
308.06461	3488985	13.2	339208	2.2	
308.06901	8761563	36.2	362976	5.8	
308.08430	3800802	14.6	320913	2.7	
308.10099	5013738	19.9	365848	3.2	
308.10541	6213868	25.1	347090	4.2	
309.03808	2710680	9.8	322265	1.8	
309.04052	7045785	28.7	350486	4.7	
309.05581	3927712	15.1	345908	2.7	
309.06153	2826915	10.3	447957	1.3	
309.07444	5418665	21.6	256594	4.7	
309.07689	25471658	109.0	360851	18.6	
309.09213	8839857	36.5	364402	6.0	
309.09802	12167859	51.0	367103	8.3	
309.11032	2458297	8.7	367438	1.4	
309.11328	20732602	88.4	359150	15.7	
309.12858	3336898	12.6	369881	2.0	
309.13433	4308676	16.8	347893	2.8	
309.14955	3870411	14.9	398764	2.1	
310.04833	4375654	17.1	353926	2.9	
310.06357	2851949	10.4	369160	1.7	
310.08027	4992116	19.8	383414	3.1	
310.08470	9200758	38.1	380736	6.2	
310.09993	3704957	14.2	339073	2.6	
310.10140	2513022	9.0	343498	1.4	
310.11669	4146309	16.1	331574	2.7	
310.12107	2918535	10.7	424956	1.5	
311.01975	3554847	13.5	409090	1.9	
311.05369	5309998	21.2	352483	3.9	
311.05611	13102639	55.1	363219	9.4	
311.07141	8695350	35.9	363101	5.8	
311.07729	4873785	19.3	381355	3.1	
311.08946	3589694	13.7	357635	1.8	
311.09255	30043712	128.9	350592	23.1	
311.09844	6161987	24.9	359795	4.2	
311.10779	9018951	37.3	363176	6.7	
311.11368	6723146	27.3	390360	4.5	
311.12892	13512272	56.9	366208	9.4	
312.06397	6569974	26.3	400339	4.1	
312.07921	6440957	25.8	335339	4.6	
312.09593	6074373	24.2	388660	3.7	
312.10038	7389191	29.8	370462	4.9	
312.11556	3024909	11.1	396265	1.7	
312.13228	2545941	9.0	311791	1.6	
312.99902	9626009	39.5	360538	6.7	
313.03543	4991402	19.5	361203	3.1	
313.04829	2741168	9.8	368306	1.5	
313.05068	4679089	18.2	333740	3.3	
313.05649	4251059	16.3	369397	2.6	
313.06930	5063097	19.8	315759	3.1	
313.07178	22163898	93.4	362372	16.2	
313.08705	14492097	60.4	334363	11.0	
313.09288	6756804	27.1	321559	5.1	
313.10583	2734025	9.8	342018	1.4	
313.10817	27021770	114.3	357813	20.9	
313.12346	6093265	24.3	375572	4.0	
313.14459	6490587	26.0	384135	4.3	
314.00686	6024027	24.0	402705	3.6	
314.05846	4010866	15.3	330734	2.6	
314.07514	3443577	12.9	404839	2.0	
314.07965	7402364	29.9	390074	4.5	
314.09038	2662272	9.5	291567	1.8	
314.09488	5829506	23.1	356802	4.0	
314.11160	5006218	19.6	392128	3.0	
314.11603	4784012	18.6	378591	3.0	
315.01469	10476826	43.1	373185	7.2	
315.04860	2606377	9.3	349948	1.3	
315.05106	6565162	26.3	359301	4.5	
315.06397	3395888	12.7	395795	1.9	
315.06630	11945265	49.4	362664	8.5	
315.07218	7621939	30.8	394631	5.0	
315.08156	3538231	13.3	354091	2.2	
315.08430	3275065	12.1	390352	1.6	
315.08745	29078842	123.2	343401	22.6	
315.10271	14366017	59.9	349428	10.7	
315.10858	3618627	13.6	307130	2.6	
315.12384	17270090	72.4	357956	12.8	
315.13910	4455761	17.2	391845	2.7	
316.05889	2634470	9.4	452351	1.3	
316.07417	7151341	28.8	361467	4.8	
316.09087	5212916	20.5	328109	3.7	
316.09530	5916406	23.5	321101	4.2	
316.10606	3009275	11.0	393092	1.5	
316.11051	5168893	20.3	421219	3.0	
316.12716	3565316	13.4	421643	1.8	
317.04321	2712725	9.7	398154	1.5	
317.04559	5031062	19.7	350621	3.4	
317.06442	3141022	11.6	240774	2.8	
317.06672	9945247	40.8	357053	7.5	
317.07941	3553445	13.3	267411	2.9	
317.08197	20060326	84.4	360275	15.3	
317.08782	3041449	11.1	321682	1.9	
317.09717	3411629	12.7	302233	2.4	
317.10309	23926960	101.0	355002	18.4	
317.11835	14010550	58.3	349397	10.8	
317.13948	7475391	30.2	357684	5.3	
317.15476	3057862	11.2	332356	2.0	
318.05344	4325965	16.7	406851	2.4	
318.07461	2793558	10.1	356265	1.6	
318.08537	4034139	15.4	412867	2.3	
318.08980	8020573	32.6	349153	5.7	
318.10642	5270116	20.7	391303	3.2	
318.11095	3079782	11.3	323898	1.9	
318.12170	3253867	12.0	392155	1.9	
318.12619	3836525	14.5	360352	2.3	
319.04592	2847227	10.3	360005	1.8	
319.05877	3778560	14.3	294234	3.0	
319.06123	13503489	56.1	356810	10.2	
319.07651	4622344	17.9	368472	3.0	
319.07999	3332105	12.4	373693	1.9	
319.08241	12127242	50.2	349019	8.8	
319.09527	3249680	12.0	308762	1.9	
319.09761	22645776	95.5	348134	17.7	
319.11289	3302424	12.2	363195	2.0	
319.11871	13548570	56.3	359839	10.0	
319.13401	8262689	33.6	346142	5.9	
319.15516	2811946	10.1	395608	1.6	
320.06459	3062705	11.2	343226	2.0	
320.06906	7366067	29.7	359934	5.1	
320.08426	4158906	15.9	354554	2.7	
320.08579	2542010	9.0	422473	1.2	
320.10097	5721537	22.7	357548	3.8	
320.10544	5881283	23.3	362302	4.1	
320.12213	2949578	10.7	337040	1.9	
321.03814	2771794	10.0	378537	1.5	
321.04048	5998419	23.8	367859	4.0	
321.06174	3628892	13.6	359594	2.3	
321.07452	5664609	22.4	299876	5.0	
321.07691	20881250	87.9	362813	16.0	
321.08272	3314533	12.3	371280	2.0	
321.09217	7585641	30.7	358889	5.1	
321.09800	14741355	61.5	356461	10.9	
321.11328	19382130	81.4	354593	14.7	
321.12864	3187576	11.7	403523	1.8	
321.13443	5741435	22.7	331202	4.7	
321.14958	5414785	21.3	382970	3.3	
322.04835	3066112	11.1	332891	1.6	
322.06361	2598150	9.1	419769	1.3	
322.08027	4411661	16.8	377693	2.7	
322.08470	8579343	34.5	368598	6.1	
322.10001	4100374	15.5	396294	2.4	
322.10135	3129622	11.3	359901	1.9	
322.11664	4384029	16.7	374299	3.3	
322.12111	3979550	15.0	389375	2.3	
322.98101	6840970	27.1	351910	4.7	
323.01972	3851931	14.4	399757	2.1	
323.04398	2660517	9.4	324533	1.8	
323.05379	5189289	20.1	371161	3.4	
